reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
70485850-8a3d-4ad5-a1bb-482eeafbfee4,Fiona Goncalves,https://play-lh.googleusercontent.com/a/ACg8ocI2DdEndfvrO73mxax7-5k-8rJUrpaQER2SbHLTHWL4K7lB2w=mo,Bgus bnget aplikasi ny😊,5,0,39.1.3,2025-04-03 13:31:51,,,39.1.3
af90efcc-5546-40e3-9b7e-519f21f11dd2,Bandra Mandrawata,https://play-lh.googleusercontent.com/a/ACg8ocI-1ylYYCGn2chS4ojFkoq1Geo-tIWRz0NJ0taCOQjnRqkLKw=mo,Mantap 👍👍,5,0,31.1.4,2025-04-03 10:05:43,,,31.1.4
d1a970a8-3e27-47a5-9ddd-a562a184a100,Arjun correia Correia,https://play-lh.googleusercontent.com/a/ACg8ocJOlpimffw8DuWRMQ7p74DExn0rkCGseAuXGNLGxnfiYTKMzA=mo,Mantap,5,0,,2025-04-03 04:30:42,,,
33efa01e-c442-44b3-9f2a-261f1752221b,Pedro da silva soares YGO BURADU,https://play-lh.googleusercontent.com/a/ACg8ocKZ6QSqb118j3ON6a1BW6LklqwgZuRSq5M61TSl7mhccLluBQ=mo,YGO,5,0,,2025-04-02 22:15:47,,,
1f349eba-66a4-4475-9e73-16aaf3a946d6,Elisio Ximenes,https://play-lh.googleusercontent.com/a/ACg8ocLYR_0_YvA7lPOBkYj7VFBNRMPfQjk-BkPqWFTMbd2I4TOraw=mo,"Saya tidak bisa nonton video, dan saya juga tidak bisa daftar aplikasi tiktok mohon bantuannya agar saya bisa menonton video dan mendaftarkan aplikasi tiktok ini",3,12,39.3.3,2025-04-02 18:20:13,,,39.3.3
73bc17f3-ca51-4f06-80ea-9dc23cae3dba,Zulva Maab,https://play-lh.googleusercontent.com/a-/ALV-UjUyrQpsBprMQnWEda0qaCmP-m4yJM_gNJIof2FRtJlfS0l2eofx,Sangat bagus sekali dan menghibur😇,5,0,,2025-04-02 12:30:43,,,
07092cc4-7943-4126-8346-cdfd33468bbb,Enivia Viegas,https://play-lh.googleusercontent.com/a/ACg8ocJAkIaE57yS7ZKaidPleQFQh-A4HrRgQdLbz7tg2R3pX3m-QQ=mo,kak punia kunne tidak ada sulp,3,0,35.9.4,2025-04-02 07:57:49,,,35.9.4
e130375d-6ffd-4f83-b638-11d138d99a0d,Constanciolino Dacruz,https://play-lh.googleusercontent.com/a/ACg8ocKm2he7xzdMZ40k0m9BwaIgTRUW0J9XY8RfniiKtOrSKO86mQ=mo,Good,4,0,39.3.3,2025-04-01 19:03:51,,,39.3.3
9d77d74c-805e-4e38-b451-239e4a479d6c,Wayan Artika,https://play-lh.googleusercontent.com/a/ACg8ocJpv-W3D0cgL3jQMvYR0HwSSoBeJnMEG73Ba7WiQp_OpTw9ew=mo,sangat Baguss 😊💖👍👍,5,0,,2025-04-01 10:05:47,,,
2b119dfc-d0f7-40f1-8911-a9f14a1f4423,Atina fatim Fereria salsinha,https://play-lh.googleusercontent.com/a/ACg8ocJ8V15_BICQsjsd4SXAiiyrfk8YjaWgwfCjRvAKW-Ot0YRJKg=mo,Trimakasi tiktok semoga husaha lancar ya amin🥰🙏👌,5,0,,2025-03-31 22:15:36,,,
a1d0e1e7-ace8-41d6-bb2d-685d635816ea,Rumzetul Fitriya,https://play-lh.googleusercontent.com/a/ACg8ocI6fFU1PWHYM_RhWDzy_Ent4SFIbOLsQtYtXHdl7FVkEPQ9Cg=mo,Good👍👍,5,0,39.2.3,2025-03-31 12:20:36,,,39.2.3
d8189364-267c-428e-9725-2dde5ac11067,Nn Aa,https://play-lh.googleusercontent.com/a-/ALV-UjUr8MLqkAfmHlBsbRzbXJv3YS2gJR5tNd6xU9l5cQWZkN-oMqk,Good,5,0,39.2.3,2025-03-31 06:31:45,,,39.2.3
8024fab7-517f-4f31-8cd9-1bf1701cf8a5,Kriwil Dasmin,https://play-lh.googleusercontent.com/a-/ALV-UjWWRj9u8T_6kzI8BGCjW_eOP3uAxZBvcdBxtsGD1N6IRUyksWY,good,5,0,,2025-03-30 18:40:33,,,
f91b7377-715a-42be-8414-2e1e9c4b7705,Dawood Khan,https://play-lh.googleusercontent.com/a/ACg8ocL3OE1eLIlb4Ir63HHWYf11zlyPOrrt4J1N-kI3yIqDoVrIcg=mo,good,5,0,,2025-03-30 16:18:24,,,
c22c120a-3c08-42c7-b335-44ca701f0668,Ronak Das,https://play-lh.googleusercontent.com/a/ACg8ocLeEKi-PNA1MOLkw3e8WtV2I2oXtIZ8TIaaQkMtdFo8DVpJmg=mo,ronak bai,5,0,,2025-03-30 16:08:13,,,
5d65aac5-b518-414f-b6c6-8f16dcb214f3,Bowo Triwitjaksono,https://play-lh.googleusercontent.com/a/ACg8ocLUhp03FeLntK1jFh4t2uyXO5_T6copF1zSZ1I5EGXYSUzz8D8=mo,"Coin harian,coin nntn,game ga ada",5,0,34.5.5,2025-03-30 14:28:37,,,34.5.5
fc9c3e3d-cfaa-43ef-990e-e6c823c46cde,Aleks Soares,https://play-lh.googleusercontent.com/a/ACg8ocKqSke1jYiH80v_86mYvaQUSBmbizeCOGi_Su7r3ICG4C8XBw=mo,buat konter kreatif👍,5,0,,2025-03-30 11:59:25,,,
b97507ea-7de9-41da-94c3-3903af618541,Kamal Umabaihi,https://play-lh.googleusercontent.com/a/ACg8ocLnMVhEGPqdaR5xRD7zbigjUbjIeFkkGjVPsvSmgkoadSmTsw=mo,bagus,5,0,38.3.3,2025-03-30 09:35:27,,,38.3.3
402e0fee-aa8b-46e0-9f7a-22007d7a0425,Lucia Guterres26,https://play-lh.googleusercontent.com/a/ACg8ocLp9fPybkhtENUgUi77XbaJ7gM8c3_G8dN5TI_Y0NSqiZWC0w=mo,amazing,5,0,,2025-03-30 09:27:53,,,
39a64401-1b89-4550-92e2-c8d4d5fd3b53,Daniela Tilman25,https://play-lh.googleusercontent.com/a/ACg8ocITXNs3y382ZFFrclcXzspEaRborwgrP-sv-lnh3j3uGv5crQ=mo,bagus,5,0,39.2.3,2025-03-30 09:24:36,,,39.2.3
fd16ccee-3ebd-4475-8040-8195cb39099a,Muhammad Ade Rafael,https://play-lh.googleusercontent.com/a-/ALV-UjWwvHBa2Gy0cuqsEbY85bENOjUHIermPm6EH4DJHUhpA7tXuWu_,Aku Suka Banget Tiktok,5,0,38.8.3,2025-03-30 07:24:36,,,38.8.3
250285e2-7305-4dcf-8201-3050758d4d3b,Tome Ximenes,https://play-lh.googleusercontent.com/a-/ALV-UjUsNi1KIWnO5U0Uu3vLh1u8wAi33ARb4VU364Zky2zdaq7AQbM,terimakasih,3,0,,2025-03-30 06:09:12,,,
b07e0772-0030-4dcf-badb-0a61b587000b,Basuki Pramana,https://play-lh.googleusercontent.com/a-/ALV-UjW8YLL3hs4IMniJAJbCgQ2L1jKltaig-W0_PkCcMPvjUvauO2xCQQ,Aplikasi yg bagus 👍,5,1,39.2.3,2025-03-29 15:04:05,,,39.2.3
47605e27-72bc-41e6-ad92-337598a1eed7,Nopi Ranti,https://play-lh.googleusercontent.com/a/ACg8ocJVUddSYeR7sg-8N_Qk__v49QVut5QBxwPGTCEJJbIvTxLQFw=mo,good,5,1,39.2.3,2025-03-29 09:21:25,,,39.2.3
444075c2-1445-49fb-af3e-23245c8066e2,Lili Moniz,https://play-lh.googleusercontent.com/a/ACg8ocLtht7LMB7Y-ZBtnCL6ZiTx3mdNGituS5IfpqJrtIgiIcOlIg=mo,BAGUS tiktok,5,1,37.9.3,2025-03-29 07:53:43,,,37.9.3
6c58a18d-618e-4b44-adb4-24e8aa695c03,tofik gondrong,https://play-lh.googleusercontent.com/a/ACg8ocL4kTdCQCpygMsEaXDBtepek7TaBQ2fi7A7WL8ZqM1v34IYdQ=mo,aplikasi terinstal tidak bisa di buka 🗿🗿🗿🗿🗿,1,0,,2025-03-29 03:29:50,,,
875b7cde-4b73-4554-8fc8-7e9e94439aa7,Ashura Hoshi,https://play-lh.googleusercontent.com/a/ACg8ocJFLwtFBhqTE-cKV4nzQ-y8wNyVMZUfv3BPeM5MKSKGJ2Sahw=mo,sangatlah keren,4,0,,2025-03-29 01:15:53,,,
5f86372e-a3ee-4ae3-9e19-c5196cccec04,Rivania Guterres,https://play-lh.googleusercontent.com/a-/ALV-UjX8m0LEQyhMLcLSwBB-7kKohUPd-xTKpdv_5Ps0SnBuRo9U4Yc,baguss bgttt🤏,5,0,39.2.3,2025-03-28 11:26:59,,,39.2.3
a71eeb86-9150-44ae-af3e-e51ae70efb36,rangga Pr,https://play-lh.googleusercontent.com/a-/ALV-UjXRpCisVv4u5E7zSOXidTMIYKp_kSNfRz3j4nmMKhrD29aoTVrvXQ,tiktok sangat bagus luar biasa,5,0,,2025-03-27 16:30:41,,,
6b7e8998-7a9a-4451-832a-5893926adfa4,Monalisa Liunesi,https://play-lh.googleusercontent.com/a/ACg8ocIEhVDYE744htN_G_ToZt5S-ptZ2J_ZI1BqTvZ_XCkkE7_t7g=mo,"aplikasi ini kok lemot.... padahal jaringan bagus tapi setiap kali dibuka yang muncul hanya logonya.hapus dan instal lagi tetap sama,kalaupun kebuka hanya gambarnya saja vidio tidak bisa diputar lalu keluar sendiri.",1,193,39.1.3,2025-03-27 16:05:22,,,39.1.3
71fc611e-e708-4c42-86b1-77decbd78dd9,Karpin Abimanyu,https://play-lh.googleusercontent.com/a/ACg8ocKdL9ALtEjDF0fml7i4Akw7PW6USaBg5CqW0C-GHu1Krf1zKQ=mo,bagus,5,0,39.2.3,2025-03-27 12:41:17,,,39.2.3
b738d05b-937a-4331-b721-7fff2bccf6a4,Suzana Soi santos,https://play-lh.googleusercontent.com/a/ACg8ocJ1kfa5xAkEYdx5d16OpAZIiVa-3wrrbO7kXVaVi3RfAJ7wmg=mo,aku suka nonton tiktok karena ada motivasi nya wkwkwkwkwk,5,0,,2025-03-27 00:52:24,,,
a4d44b88-2c83-4fe0-8858-058f825360e4,dadang sulaeman,https://play-lh.googleusercontent.com/a/ACg8ocJ2U2lt0PW5l5GF1kt52nfXPaCHhyh1nBWHbQQdDdE4uqzjew=mo,good,5,0,39.2.3,2025-03-26 09:55:46,,,39.2.3
bf4660d4-4878-4d1a-8b87-f8f384cbf802,Olandina Gomes,https://play-lh.googleusercontent.com/a/ACg8ocIL-nCOpLBvKGsGOVBV4Kg0L-I6c2G79DhVGbi-vvsWQ9MBJQ=mo,aplikasi ini sangat bagus sekali tapi ada masala Nia karena gigabait Nia Terlalo besar dan tida bisa di download di hp saya ham jadi kecewa de 😔😔😔🥺🥺💔 padahal ini aplikasi sangat bagus jadi Tamba sedi sampe 😭😭😭😭😭,5,1,,2025-03-26 07:09:45,,,
829eea67-ffaa-494d-a2cb-59ca369e9d12,Aamir Khan Amir Muhammad,https://play-lh.googleusercontent.com/a/ACg8ocJJJF_80GDf4BKVlKd79YZPhdUmuc_yS9A2uyJvqmkDT1jCog=mo,For you,5,0,,2025-03-26 06:09:14,,,
d0f26d32-6879-4a86-88eb-bc5dcc36e9e9,Eufrazia Amaral,https://play-lh.googleusercontent.com/a/ACg8ocKyM6_3KNJETop06Zl-00uAUFxezCit3fa-oAH6eayeKF3QBA=mo,😍🥰,5,0,,2025-03-26 05:39:38,,,
5db435fa-6954-43e2-940f-768247f45def,carjenia 23,https://play-lh.googleusercontent.com/a/ACg8ocIbKV9K191Px73WpTSlJMBGSnR8w4l4PmIo6GmaUu60mIYIlw=mo,Memberi motivasi,5,0,,2025-03-25 14:29:20,,,
87a58e28-de52-47c9-a745-15da3753493a,Sulaiman Pans official,https://play-lh.googleusercontent.com/a-/ALV-UjUHO1luS-gxIW_aHZLiywGLXT9cRKYuLEa6q8cIFEhAjHEW2Fi4,apk nya Bagus banget aku suka warna nya makasiii tiktok,5,1,39.1.3,2025-03-24 12:16:38,,,39.1.3
9c94df39-b8a6-4ea2-b06c-91c288cd54b8,Vharmei Lestari,https://play-lh.googleusercontent.com/a-/ALV-UjValY7ZF4frhUA5ddoVjodWiFnjQ4J-7JS5O9Rx0uMoCVLq5dCtWQ,susah,5,0,,2025-03-24 03:02:31,,,
617be9e0-2cf0-4c47-b51d-ab11f2d47102,Unicorn 111,https://play-lh.googleusercontent.com/a/ACg8ocLYjS_eTQEEbSoZdTe4JcFLSmCWblx0P0HiQtHn-h90OAaPGA=mo,ada bug. ga bisa login,1,2,39.1.3,2025-03-24 02:05:56,,,39.1.3
6d8b0470-e552-485e-bb2b-712191f4a579,Jacinta Fatima,https://play-lh.googleusercontent.com/a/ACg8ocLoRXFJmxBWlKoLX5OZjvbmszgs_eEh6Qr4yBKEY4OQFM3WHA=mo,sangat baik,5,0,,2025-03-23 12:20:46,,,
7e779e44-ed70-41b0-ac58-f5523bdf3436,Abdee syah,https://play-lh.googleusercontent.com/a/ACg8ocKq4H6mapgEZNRT6LssDgPU88t5CqHRRDrmY_CKLK1aOLih6CbE=mo,menyenangkan,5,0,39.2.3,2025-03-23 09:07:10,,,39.2.3
376edd76-7585-4b37-87de-27d3df9212e8,Duarte Karvalho,https://play-lh.googleusercontent.com/a/ACg8ocLKVk29tCaDymbUk3XieddVwN2mLrAcPBJdaCHvbxqebvmYIw=mo,Good,5,0,,2025-03-23 07:12:32,,,
a3eed438-5fbd-403e-845a-cba829131071,Daffa Hafiz firdaus,https://play-lh.googleusercontent.com/a/ACg8ocJxIgiJumpc-V2VWAqBc0gpDJFiF2IUgdRb-21V67aJINBbGQ=mo,tombol tiktok shop gw ilang,2,0,,2025-03-22 11:41:50,,,
903af679-84fb-4af6-b779-54db61542738,Hendrik Velasco,https://play-lh.googleusercontent.com/a/ACg8ocKOS3btREJfeBkPAlEDw8l0fbWvVIUFXoErOSVAxPG_KPrOBg=mo,wooowwwwwwwwwwwwwww gooddddddddddddddd,5,0,39.2.1,2025-03-20 09:11:43,,,39.2.1
de0d9f3c-16e1-4af9-86fa-8b97c9787dbc,Janker Pablo,https://play-lh.googleusercontent.com/a/ACg8ocLcw89_uF4JDpdppGApjDL0GKateB6zmvyQgNATPju5PctzyA=mo,saya suka,5,0,,2025-03-20 06:35:48,,,
5172ee0c-5a44-44f6-8ec7-4f393b0f8ecc,Dimas Arnel Pratama,https://play-lh.googleusercontent.com/a-/ALV-UjU_NCDmwBratz04cCBuI6wyTf0uvkEeVL9Hnk9Qvn28k80QaxFb,"aplikasi sarang monyet, dapat menurunkan iq jika terlalu mengikuti",1,0,,2025-03-20 04:35:08,,,
45ddc990-afb7-4c98-8c05-55a23baeb394,Muhammed Azzam,https://play-lh.googleusercontent.com/a-/ALV-UjUMIO4TB57Au2CiQYSOM5uxhc3uBXot0MY-t10zPOiBnZbAPzQ,good,5,0,39.1.3,2025-03-20 04:20:43,,,39.1.3
2dc35128-fcb4-4002-9c9a-68671306ce6f,Filomeno Soares,https://play-lh.googleusercontent.com/a-/ALV-UjXsDDWQ3OQByT3cNUufr-M48-R9CI6UkgZtm4iuJ36fn67R8bc,very good,5,0,36.7.4,2025-03-20 01:50:08,,,36.7.4
a5825a60-1107-4e15-b53a-57d7c2e280bc,Taa Uyee04,https://play-lh.googleusercontent.com/a/ACg8ocL-ZGpbtaSnKhuM-ErnBkwY2gjae_LoksquTqBJHf1N6cgR7g=mo,lumayan,2,0,,2025-03-20 00:01:52,,,
9381cb69-6732-4511-a1d1-1022ac91dbb6,Sri Rizki,https://play-lh.googleusercontent.com/a/ACg8ocIYCtCG2r8h-p26DU-oQvmtTrEOg53W9iR7PC7Ddua58c_BVg=mo,Good,5,0,,2025-03-19 19:20:09,,,
dbedc738-92f6-40b7-b9b7-73f6c4a0ec8c,Feli Martins,https://play-lh.googleusercontent.com/a/ACg8ocL4t4DMG2UGNc7Av8OjwuiTMVzJqCoQfipWiFMSUCnZJRB5Wg=mo,🇹🇱🇹🇱🇹🇱🇹🇱🇹🇱🇹🇱🇹🇱😎😎😎😎😎,5,0,,2025-03-19 12:45:42,,,
c4da26b6-2320-4343-99ef-e442cff4358f,Siti Khadijah,https://play-lh.googleusercontent.com/a/ACg8ocL_zHYMjO__2XhIndnrGM2xxftme3yc64BvOaE795PtqnV9dw=mo,kenapa si tiktok skrng lagi main tiba tiba keluar sendiri. mlh bilang dta nggak cukup padhal pakai wifi,5,0,33.9.4,2025-03-19 12:09:42,,,33.9.4
9dd11b64-a26c-49be-9a11-eee55f431756,Murni Mumu,https://play-lh.googleusercontent.com/a/ACg8ocKmatXnx3n9-EbUTsAUos2_qlPU_McnIVBp-HMqKPPSpmfA=mo,Good,5,0,,2025-03-19 06:03:26,,,
994fcc2e-9d40-4db5-b836-1020946b2c47,Ronaldo Bernardino,https://play-lh.googleusercontent.com/a/ACg8ocKPcWis59VDhrJPHXIkG4Y631HZdFpQzdE82kPlVQL_kIDIdQ=mo,sekarang tiktok udah burik sekali bukan kayak dulu sekarang kita post video udah seminggu pun masih 0 views kasih solusinya doang 🥀💔💔,1,0,,2025-03-19 02:06:32,,,
11af3c5a-6939-40aa-91d0-b05918376b54,Arnawati Ramli,https://play-lh.googleusercontent.com/a/ACg8ocLXQe_yGR97biPB-1hUJuUDQvBB7cDAIw8evIdcYSW3f9I8VA=mo,sy kasih 5 bintang,5,0,,2025-03-18 19:58:18,,,
4bb43199-2828-482a-9bfc-3dd7e00d20ed,Mariano Namyzen,https://play-lh.googleusercontent.com/a/ACg8ocJoJkdP1JYY1eR51Ts9fl6F8mL68A5LgB3XDqEFnO_Too88Yg=mo,bagus,5,0,38.3.3,2025-03-18 08:42:57,,,38.3.3
7200749f-def0-4297-963a-8312bc8affc9,Raymundo Madeira,https://play-lh.googleusercontent.com/a/ACg8ocKssSWahp7lZE1h3K0V9wqxppDQv4aeegqsbbsE40gpZrYrAQ=mo,saya sangat suka dengan aplikasi ini karena bisa membantu saya dengan semua hal yang saya lakukan,5,3,37.8.5,2025-03-18 03:28:08,,,37.8.5
1277026f-869b-4e05-bc9e-0eb8e493919f,Oni Olivia,https://play-lh.googleusercontent.com/a/ACg8ocK4HgrdbY1h-Kua8O45B4rxcXw9NqDG80gAyvWx1PgJnRddOQ=mo,Kenapa sekarang pas mau bikin vidio efek nya nggk bisa malah item dan ngeleg lagi😭😭😭,5,0,,2025-03-18 02:52:09,,,
dba71db5-06e0-4848-9947-d4caf2b83456,Agus Supriyatin,https://play-lh.googleusercontent.com/a/ACg8ocK8DwS6EiVUN-ot0ppb6kFiCega6XAkiSAM8ZCS3YsAzw3Ckw=mo,lumayanlah,2,0,39.0.3,2025-03-18 01:31:53,,,39.0.3
fb8537be-bbd9-452f-b9be-199adf91e2b3,Wiwiek Lusiana,https://play-lh.googleusercontent.com/a/ACg8ocLdCkJclHO_Fiznfj3Mk5uYOsjdLDnZGGYjFOso2Pl4EUFapw=mo,Bagus,5,0,,2025-03-17 22:46:21,,,
3ef0c586-51b9-4d38-8e03-bfafa1c86a55,Apeu Silva,https://play-lh.googleusercontent.com/a/ACg8ocLRu4_b5K9GJCkFNMUXKKyAB9MjVvXLWzXXslZyHJgVmu26Rw=mo,Trima kasi kaka,5,0,,2025-03-17 21:06:43,,,
66367f7f-0c4a-4552-8a84-b3acc699d4c0,Busani Zda,https://play-lh.googleusercontent.com/a/ACg8ocJkxLcyZ3y3gfYwjsDp9S40S-S2KIcmrBHgsuebEmU-M26tdQ=mo,sudah ada fitur api dan pet nya,5,0,,2025-03-17 14:49:26,,,
8f9b5478-1647-41de-b111-7e888066bad6,Chandra Buana,https://play-lh.googleusercontent.com/a-/ALV-UjXcA26LSlDh9SUs3A08Tttp4rMPOHsUciow9eNaglwrgSEB22aW0Q,⭐⭐⭐⭐⭐,5,0,,2025-03-17 13:45:07,,,
bd758c0c-b02b-4940-b3f8-3df4e50e72c5,Hary Anto,https://play-lh.googleusercontent.com/a-/ALV-UjULQb-eNUuKP_WOjH5jiq626Ltwzdzn5_pSl3Aq09KiXh8EYU74,Aplikasi penambah saudara thank you,5,0,39.0.3,2025-03-16 19:14:02,,,39.0.3
0833df17-172e-4d1f-8d42-9a96f756b813,Naa Yana,https://play-lh.googleusercontent.com/a/ACg8ocLFddxfsZEiNmOnY4JZOA5QDEm97MPwRn6XPpsDg_uYor4qtw=mo,Sangat bagus,5,0,39.1.3,2025-03-16 03:23:18,,,39.1.3
e554d116-a279-4812-b436-d2367f6589b6,Mingas Araujo,https://play-lh.googleusercontent.com/a/ACg8ocLqgrYWYwtpoq3HVqA-i5uk0a3QoX8Xz9wd26wpLUrYY-vtyA=mo,Karena bagus,5,0,,2025-03-16 02:57:08,,,
b2dfe879-d809-406a-b86f-21cbbced8892,Beatriz Pereira,https://play-lh.googleusercontent.com/a/ACg8ocKmcxZVAzJU8zKNrSZw784qUsy5z-0Au-pOJQw3bZXXg5_oRw=mo,Wow,5,0,,2025-03-16 02:54:55,,,
30577cfa-9f64-4a90-826e-9d9de943e461,Marco Angelos,https://play-lh.googleusercontent.com/a/ACg8ocLIGAbAxo2RSrtE7Fe9aFKINal4itWoZDBGCN5sn1cv0eB7ZQ=mo,TiKTok ini adalah Terbaik,5,0,,2025-03-15 23:49:10,,,
4b5f6521-805f-49ef-a9f9-9f673bdc9aea,Andini Naysila,https://play-lh.googleusercontent.com/a-/ALV-UjXHcbT3gtuVAmk-6mHE2kEfmTdqtulIHy78Onfb5h2UoHYAyTxd,"plisss ini sering ngebug di logo, trs di hp saya kdng suka gamau di install",1,0,17.6.3,2025-03-15 18:34:12,,,17.6.3
b5ac3741-50d9-43d9-a4ef-b8551ca4c5d4,Nazario Lortasi,https://play-lh.googleusercontent.com/a/ACg8ocJJ_WiVCxjn6ACsgwTwd2TX_-5dWAa4X5UU-N70WvSrzoJ0mg=mo,Aplikasi ini bagus saya sangat suka,5,0,,2025-03-14 09:33:50,,,
942b44bf-8c20-4047-911e-ce21c5fe47fe,Sisca Silva,https://play-lh.googleusercontent.com/a/ACg8ocJTbmCkBO5OswYXNg1yvUm18nc-iighI_B2NBfvEPvEhFXXww=mo,Bgus,2,0,39.0.3,2025-03-14 08:17:47,,,39.0.3
921f9573-7fca-4421-8606-e2123b3b7c50,Secaltinha Noviana_collo,https://play-lh.googleusercontent.com/a/ACg8ocKJiEB9hMuFGdX8J1gYgiCsZmsnXpXaKkklzjySKoXd8XoTCA=mo,👍🏽👍🏽👍🏽👍🏽👍🏽,5,0,34.9.5,2025-03-14 06:16:44,,,34.9.5
3e3c99a3-e6f6-47af-89bc-118673e5d1b1,Ajun Nolland,https://play-lh.googleusercontent.com/a/ACg8ocKGPxwxHkdfsG74-nUZxUxL5TkqT3K4jE5DjbtMIRzdLZ8nNmc=mo,Aplikasi yang sangat bermanfaat,4,0,38.9.3,2025-03-13 13:02:11,,,38.9.3
e5908cb4-d170-44c4-8e83-6eb0c618d6b6,axella chatilin Salindeho,https://play-lh.googleusercontent.com/a-/ALV-UjVJ7eAWNkEgvuhO-7bbhvlo4nekHa_e5J0sVml3dg2jm_kaRR4,keren,5,0,29.9.4,2025-03-13 10:35:43,,,29.9.4
9df0dc5f-d070-4060-bfaf-20ef55202d9c,Fan hua,https://play-lh.googleusercontent.com/a/ACg8ocI0MbH3bum3nUN_8NHH5oTViuFEBYsehKx31Q8lpljJa6WNcQ=mo,Tiba tiba gk bisa d buka,1,0,35.7.3,2025-03-13 09:10:58,,,35.7.3
7ca1a16f-05e5-4638-ba2f-0b2da6865f39,Sabino Hibranio,https://play-lh.googleusercontent.com/a/ACg8ocJUdatS1_02sfoI0BmCxhoEl-haHYI9vfNb38eYC1SZQoHRWw=mo,Good 👍👍,4,0,,2025-03-13 08:21:08,,,
03bdc981-40f5-46af-bd21-b49e3f2ba02e,Revan Mardiansyah,https://play-lh.googleusercontent.com/a/ACg8ocJQXHlZez1LL0tAl24K1X3rpd8ZonsO00De5Bxn_TW8JnDyYg=mo,sya inggin memiliki aplikasi ini,5,0,,2025-03-13 06:36:59,,,
8710a059-1fdd-41ca-8376-94f6535f110b,Tanel Leonutu,https://play-lh.googleusercontent.com/a/ACg8ocLwWUNHp7ISWwmywTzkboUCCQaQdWuoZ8lYyqQDM_8g51oA5Q=mo,Aplikasi penurunan iq,1,0,38.3.3,2025-03-13 00:19:46,,,38.3.3
f70d2fe8-9437-416f-993a-28153969e3b3,Anna Maulidza,https://play-lh.googleusercontent.com/a/ACg8ocJz3Vv0jw0Fr4xv1m6pYdHC_-EzPwcYcdaU_jGd01M-pBi_5D8=mo,Setiap update selalu ga bisa dibuka lagi,1,0,15.4.18,2025-03-12 21:16:19,,,15.4.18
